Gender,Hight,GenType,HairColor,EyeColor,Income,WeeklyWorkingHoours,PlaceOfResidence,EmptyEyes
Male,176.40234512001868,J,Dark,Green,300861.20021563093,42.388576737298905,Copenhagen,no
Female,166.49405026429295,J,Red,Brown,310255.2188697095,33.43843864516243,Other,yes
Male,181.57853429227936,J,Dark,Green,245542.46524151345,20.696946106478528,Other,no
Female,160.54163511703166,I,Dark,Green,254918.15934572773,35.73059385497683,Other,no
Female,162.1079805511723,I,Dark,Green,590582.0309238036,73.02154777603499,Other,no
Female,161.70944559340364,I,Red,Brown,215030.08703897352,35.48984125274842,Copenhagen,no
Male,175.70594387117225,I,Dark,Green,362385.908202737,49.28888888140431,Other,no
Male,187.17357721734703,K,Blond,Blue,179541.47658545827,35.08034851059314,Copenhagen,no
Female,159.40376956637553,I,Blond,Blue,152289.33911228093,21.136214575298357,Other,no
Male,183.22754160156845,K,Dark,Green,364395.6418596809,47.04103789487939,Other,no
Female,161.1391157719072,I,Dark,Green,249078.274971503,35.93095017043302,Copenhagen,no
Female,155.64794412700533,I,Blond,Blue,335251.9175077838,44.030834906151924,Other,no
Female,168.20023279257404,J,Red,Brown,372860.7793020153,35.95437771487556,Copenhagen,yes
Male,172.12802082442292,I,Dark,Green,208615.6678175197,37.44968884099988,Copenhagen,no
Female,168.47154107925087,J,Dark,Green,498880.97682662244,56.060305558080756,Copenhagen,no
Female,160.94121311023247,I,Dark,Brown,449270.2272490636,51.88752757894383,Other,yes
Female,160.60456264194931,I,Red,Brown,261787.1860778005,28.39522051685895,Other,no
Female,163.91947207889314,I,Blond,Blue,240675.9936196505,36.59470059998084,Other,no
Male,175.63702450925646,I,Blond,Blue,377913.8938762783,38.07882041490224,Other,no
Female,172.7070101524115,K,Blond,Blue,306378.5092172466,39.24951730740358,Aarhus,no
Male,172.8130882886893,I,Blond,Blue,257191.5210355644,37.719243448891824,Copenhagen,no
Female,170.00929923228733,K,Dark,Green,281373.62262022775,40.12591358788141,Other,no
Male,178.92515512173227,I,Blond,Blue,270661.1041877356,39.57376558338043,Other,no
Male,181.0256927996711,J,Blond,Blue,293752.93190973956,42.76255569726736,Aarhus,no
Female,170.24547979631416,J,Red,Green,468132.59901494044,53.92837851338578,Copenhagen,yes
Male,174.23790996137137,I,Dark,Blue,452613.8495502251,58.14438810904994,Copenhagen,yes
Female,161.18822864985344,I,Dark,Green,445256.5141468609,62.81177283160313,Copenhagen,no
Male,177.04109191943792,I,Red,Brown,436700.7188411695,42.47592415732577,Aarhus,no
Male,177.74219348574997,I,Red,Brown,272179.0126239042,35.42919652331959,Aarhus,no
Female,161.0317625056023,I,Red,Blue,238171.34551951115,34.22224940877459,Other,no
Female,157.6723206724083,I,Red,Brown,404125.3226521105,51.700074964696654,Copenhagen,yes
Female,160.1734112346607,I,Blond,Blue,196708.30570756522,23.935032285180874,Copenhagen,no
Female,160.66958429835694,I,Red,Brown,326806.2309762864,38.96487804826912,Other,no
Male,181.89041579621866,J,Red,Brown,227520.13573402102,36.414724400131306,Other,yes
Female,171.4696515171075,K,Red,Brown,216220.01736682805,36.614085990410146,Other,no
Male,182.0340521008984,J,Blond,Blue,335616.112346261,34.49797046006528,Copenhagen,no
Male,174.8396758414261,I,Red,Brown,362021.1510519355,54.510941267934015,Other,yes
Male,181.5881555024723,J,Red,Brown,394387.07488444017,57.479017858481,Copenhagen,yes
Male,184.9172732624121,K,Dark,Blue,226727.2660959641,38.08732236892046,Copenhagen,no
Male,179.25942368589122,J,Blond,Blue,369335.2269171149,43.7274531487318,Other,no
Male,176.64817339608123,I,Blond,Blue,279371.5854655352,40.23397090252592,Other,no
Male,174.20736933482385,I,Blond,Blue,315470.45025565615,54.801111702575255,Copenhagen,yes
Female,161.6362726779028,I,Red,Brown,345750.11727517034,42.30413194358455,Copenhagen,no
Female,168.85866353114787,J,Blond,Brown,135407.37392697908,27.658487628283744,Other,no
Male,175.6767623214138,I,Red,Green,242298.78885376162,37.18858118774057,Other,no
Female,157.25620319514294,I,Blond,Blue,347142.7525955424,45.57416443742483,Copenhagen,yes
Male,172.41109551092916,I,Blond,Green,300064.47016615845,39.89838996016391,Copenhagen,no
Female,164.3584237120333,I,Dark,Green,261499.2979295445,34.58217574949703,Aarhus,no
Female,162.51128199675315,I,Blond,Blue,277731.62725377775,35.62647418374165,Other,no
Female,162.29225260669813,I,Blond,Blue,343201.3968346795,51.992541672933186,Other,yes
Male,178.92665658468152,I,Blond,Blue,305771.6508160667,44.87935048984807,Other,no
Female,160.92805213783592,I,Dark,Green,363740.7884105141,50.36477578658413,Copenhagen,no
Male,175.71580561772296,I,Blond,Blue,400703.89192567527,48.76715472828516,Other,yes
Female,163.11402832185044,I,Blond,Blue,337313.49909461115,30.296053658363466,Aarhus,no
Female,174.2332739658368,K,Red,Brown,374473.5674039314,42.464049479246754,Aarhus,no
Male,177.76830622850528,I,Dark,Green,352343.0155456569,54.5310280008696,Copenhagen,no
Male,173.79576115600295,I,Dark,Green,386729.586462907,43.43755810307247,Other,no
Male,178.8653176352571,J,Blond,Blue,182301.7854279502,21.03340352152694,Other,no
Female,168.14013916626743,J,Red,Brown,495861.96664784325,56.576442524695274,Other,yes
Male,177.06067053095305,I,Blond,Blue,149250.86266244247,28.313983431153915,Other,no
Male,181.3500878129224,J,Blond,Blue,229016.0957638626,40.274804885272445,Copenhagen,no
Female,161.3888701221412,I,Red,Brown,245668.11237801384,33.16598621099021,Other,no
Female,158.9305339765381,I,Dark,Green,94412.22067231123,27.005277992609876,Other,no
Male,175.29767344550234,I,Blond,Blue,433800.76072692254,60.35665421728598,Copenhagen,yes
Male,171.4567396036312,I,Dark,Green,427738.773756473,58.30437860910452,Other,no
Female,164.30181835623665,I,Dark,Blue,228090.2302675983,45.81125995974529,Copenhagen,yes
Male,185.0365469626393,K,Dark,Green,244670.85505246383,39.51346297792159,Copenhagen,no
Male,175.08588142851153,I,Dark,Blue,242666.80221995036,29.339258907603796,Other,no
Female,163.7183759908331,I,Dark,Green,300960.3850806797,42.511477210842514,Other,no
Male,174.08537397325412,I,Dark,Green,354394.29304233805,37.60710085012849,Other,no
Female,160.87458131494682,I,Blond,Blue,449159.2583529335,46.227791084512376,Aarhus,yes
Female,162.26431632560244,I,Red,Green,335612.59945515875,28.47949579969625,Aarhus,no
Female,162.25195129737656,I,Red,Green,189385.10410879512,28.35920815966818,Other,no
Male,181.59848383401624,J,Blond,Brown,642291.6656407204,72.03867890011709,Copenhagen,yes
Male,178.40375317415933,J,Red,Brown,443467.7928888695,68.41009917968472,Copenhagen,yes
Male,176.63521185255928,I,Dark,Green,490768.8748883434,63.95862024595823,Copenhagen,no
Female,159.10207811414747,I,Red,Brown,407328.067591988,57.70903301355857,Copenhagen,yes
Female,164.51376942156762,J,Blond,Blue,301357.64810985245,34.154663910660666,Other,no
Male,177.7908134022568,J,Dark,Green,268662.4954001171,37.54521524603274,Copenhagen,no
Male,186.57426038483098,K,Blond,Blue,364961.47176345123,59.19672807492486,Copenhagen,yes
Male,178.73585098712414,J,Dark,Green,320919.6349115956,37.461089879743845,Aarhus,no
Female,157.85629601387976,I,Dark,Blue,504615.08052125084,63.33761208583372,Other,yes
Male,175.16989194131145,I,Dark,Blue,266408.91703269625,47.506257665938,Copenhagen,yes
Female,165.34105984511586,J,Blond,Blue,414093.346049379,65.38385691274266,Copenhagen,yes
Male,175.90343303668934,I,Dark,Green,309393.34040375217,45.57472194210534,Copenhagen,no
Female,162.04655502323615,I,Dark,Green,382519.6518336367,51.306449691718605,Other,no
Female,163.19620557970273,I,Dark,Brown,226811.33836699056,35.80546751417848,Copenhagen,no
Male,172.1609443536739,I,Blond,Blue,534157.7371743822,70.29069544640966,Copenhagen,yes
Female,162.04317150996604,I,Dark,Green,178106.91867882444,28.654907557817435,Copenhagen,no
Male,177.2964349354295,I,Dark,Green,426884.70353864005,55.3299266997733,Other,no
Male,180.09556944810063,J,Red,Brown,106218.16220737272,18.67814305269843,Other,yes
Female,169.9428582019058,J,Dark,Green,273091.5741821155,37.34694848483586,Other,no
Female,162.0609192998277,I,Blond,Brown,422179.3624906782,46.43568428527997,Other,yes
Male,175.19370043529653,I,Blond,Blue,349110.279123805,39.65586083437769,Copenhagen,no
Male,175.59911440574047,J,Dark,Blue,230938.42563629526,29.283995825724762,Other,no
Male,184.18834107063591,J,Red,Brown,287560.82618992013,24.330533682162436,Aarhus,yes
Male,175.9074343040761,I,Red,Green,295004.81262275955,43.50463479209451,Copenhagen,no
Female,159.85235549954197,I,Red,Brown,560240.8896544063,80.2169217218882,Copenhagen,yes
Male,176.04699405443677,I,Dark,Green,250867.03730300302,42.68656584601092,Copenhagen,no
Female,161.1336878576399,I,Dark,Green,126472.27558631121,16.9247337855924,Other,no
Female,170.35902271938136,K,Blond,Blue,281731.4341822622,24.911881337237958,Other,no
Female,166.8836583586847,J,Red,Brown,422361.4891591956,43.619564885056604,Aarhus,yes
Female,172.9356822465389,K,Blond,Blue,338910.2603103417,28.526056145521252,Aarhus,no
Male,181.4078691397225,J,Dark,Green,424053.1164852244,55.776956988214316,Other,no
Male,181.35012082849138,J,Dark,Brown,140925.81047804686,15.618471879728373,Aarhus,no
Male,175.1266767168086,I,Blond,Blue,417595.17697718774,52.958428314420765,Copenhagen,yes
Male,180.01607150968778,J,Red,Brown,446867.0482807341,46.55796135185501,Other,yes
Female,169.02545477668465,J,Dark,Green,302076.08209460636,25.20220696964096,Aarhus,no
Male,176.04657078546296,I,Dark,Green,292773.7307984047,51.105380845975006,Copenhagen,no
Female,161.3790424390497,I,Blond,Blue,431233.3695758303,45.94679710784552,Other,yes
Female,162.92201870530064,I,Blond,Blue,312744.105308584,25.461032780996373,Other,no
Female,174.07885461241972,K,Blond,Blue,349708.92996525957,32.435664045418804,Other,no
Male,173.61275919128144,I,Red,Brown,279165.180119222,40.489787101983346,Other,no
Female,160.60693046765192,I,Red,Brown,66148.27042188914,14.792821609822969,Other,no
Male,170.8523363639133,I,Red,Brown,371272.8258689002,35.94934534272924,Other,no
Male,173.40439506543692,I,Blond,Blue,275526.9290598861,39.822101418110165,Other,no
Male,180.2803969256657,J,Dark,Green,98956.65398177455,26.731410975989867,Copenhagen,no
Male,175.9296403851124,I,Dark,Green,346215.6463531511,41.382752808303366,Other,no
Female,162.45848484260014,I,Red,Brown,207637.22355711643,27.973365165221647,Aarhus,no
Male,187.5822938232394,K,Dark,Green,268897.6453855835,32.30913393672911,Other,no
Male,176.13090229110136,I,Blond,Blue,355061.3309802705,42.996635847758576,Other,no
Female,168.48023477789266,J,Red,Brown,233065.61343464412,28.088128692323735,Copenhagen,yes
Male,176.38096181713126,I,Blond,Blue,104494.54059834447,9.508943904991124,Other,no
Female,159.26208951049784,I,Dark,Green,335739.24833345425,40.83724799997962,Other,no
Male,180.53024433572233,J,Dark,Green,326932.40269666293,30.08849401963974,Aarhus,no
Male,181.438891027753,J,Red,Brown,454659.9335488654,65.11540293507534,Copenhagen,yes
Female,172.73448492578663,K,Dark,Brown,257874.1110938335,24.852954562582166,Other,no
Female,162.52986319390703,I,Blond,Blue,419934.11309571535,35.21424779524295,Other,no
Female,174.1411909206548,K,Red,Brown,393682.84066394647,41.75326083901279,Other,no
Female,158.99102213861624,I,Blond,Blue,247491.78866996133,30.15606899050533,Other,no
Female,160.17078194483958,I,Blond,Blue,286221.31829843373,46.74416707404697,Other,yes
Male,175.1148352902182,I,Red,Brown,274781.2566605997,30.601233005279997,Other,no
Female,161.35923341574122,I,Red,Brown,255880.37682232386,37.48415855718165,Other,no
Male,177.54970631466418,I,Red,Green,317264.63858798746,41.43496658965457,Copenhagen,no
Female,163.64291472583955,I,Blond,Green,300632.4985516518,34.35125431031604,Other,no
Female,170.6435118472506,K,Blond,Blue,267982.1645367786,31.189770763886663,Aarhus,no
Female,161.6733339839849,I,Red,Green,463751.279540708,65.88953646876918,Copenhagen,no
Male,178.6062601689272,I,Dark,Green,267785.1755730927,25.484974562714413,Aarhus,no
Female,160.17835956235996,I,Blond,Blue,240299.52401141665,27.245192889544565,Other,no
Male,174.75164471803828,I,Red,Brown,369005.1744959924,50.72674627329446,Copenhagen,yes
Female,162.17876112881316,I,Red,Brown,426237.4683178721,37.133037976519944,Aarhus,no
Female,161.04270166825322,I,Blond,Brown,420660.2443550133,43.212535821931766,Other,no
Female,168.09116637027455,J,Blond,Blue,235103.10421794734,36.701738839344955,Copenhagen,no
Male,179.76117441691162,J,Dark,Green,415590.94126070983,52.94267840526928,Copenhagen,no
Female,162.00450332059268,I,Dark,Green,350823.5822443922,55.667507829232335,Copenhagen,no
Male,174.19035992852295,I,Dark,Green,394298.52994737134,50.539467877176314,Copenhagen,no
Female,158.29914885669305,I,Dark,Green,373623.9030164524,35.33814384322668,Other,no
Female,160.61387120773747,I,Blond,Blue,234009.9176564973,34.90146694170508,Copenhagen,no
Male,171.6053868852773,I,Red,Brown,419097.6103777407,50.2791676510529,Other,yes
Female,158.59699355846007,I,Red,Blue,486653.15258729295,57.66833452918132,Other,yes
Male,184.547283282327,K,Blond,Green,254631.33694994936,35.85921490998783,Copenhagen,no
Female,165.66370175884705,J,Blond,Blue,382648.49709365563,46.68419266558409,Other,yes
Male,175.29520192400594,I,Dark,Green,390644.39227400237,51.5018391450713,Other,no
Male,178.312979442,I,Blond,Blue,344928.60700642306,46.39119617499656,Other,yes
Female,162.29685457581854,I,Blond,Blue,332772.20542627445,44.836610000557386,Other,no
Male,179.48257748163422,J,Dark,Green,298366.48018270405,39.41680533544356,Copenhagen,no
Male,174.09798093903225,I,Dark,Green,250598.74580757163,38.46440757640415,Other,no
Male,179.5471570553772,J,Red,Brown,190965.37454817988,33.380713980118216,Other,yes
Male,187.4856598148184,K,Dark,Green,411329.5725587304,40.78006398121779,Aarhus,no
Female,163.92617972831013,I,Dark,Green,190533.84449291375,23.199495060639123,Aarhus,no
Female,157.92977465040317,I,Blond,Blue,433477.9571708885,55.643043909803424,Other,yes
Female,162.71273069803965,I,Dark,Brown,371264.5974113911,41.61616316450883,Other,no
Female,158.62879885499117,I,Blond,Green,410411.1897140688,49.6705740760047,Copenhagen,no
Female,159.3663258630472,I,Red,Brown,207999.26752367755,26.360870105095852,Other,no
Male,179.17574135399062,J,Blond,Blue,332044.20647475007,37.54254500747652,Other,no
Male,188.94298849015644,K,Dark,Green,355201.50987167173,41.125055316134414,Other,no
Female,161.11031616534692,I,Red,Brown,353479.8500031975,46.17242320358815,Copenhagen,yes
Male,178.8006716532274,I,Red,Brown,301134.74882018997,40.94666250975014,Other,no
Male,182.97215899206216,J,Dark,Green,168501.68363586877,22.648818784576548,Copenhagen,no
Male,178.1683181864189,J,Blond,Blue,394456.2352879111,46.21289793204768,Other,yes
Female,161.04263672435778,I,Dark,Green,284370.43752782454,41.75806789139804,Copenhagen,no
Female,159.78905367473274,I,Blond,Blue,402069.1841701298,47.38919893080494,Other,yes
Male,172.66619380024792,I,Red,Brown,374477.9987031984,45.49713545243233,Copenhagen,yes
Male,182.2206914912235,J,Dark,Green,453479.83764892793,51.32460357160802,Other,no
Female,172.68217895467328,K,Red,Brown,272596.7046193973,40.09697538859504,Copenhagen,no
Female,170.5040872982914,J,Red,Brown,374199.1072631099,49.98456595542493,Other,yes
Male,173.75141844112127,I,Red,Brown,314035.87403210386,52.072306664034244,Copenhagen,yes
Male,171.1647824115126,I,Dark,Green,644678.337771678,60.1,Aarhus,no
Male,182.73595517299373,J,Red,Green,296928.20840006793,40.78131249760557,Other,yes
Female,162.4204143151424,I,Dark,Blue,159006.4433899866,37.56555098773565,Other,no
Female,162.1669563726406,I,Blond,Blue,339430.8251124806,46.52906165885342,Copenhagen,no
Male,181.48098069501333,J,Red,Brown,417029.61477134697,56.32410394546401,Aarhus,yes
Male,182.95266395700685,J,Dark,Green,118258.89000705729,18.71066853355492,Other,no
Female,157.9928397942347,I,Dark,Green,314591.4727868173,41.39352429211749,Other,no
Male,176.62363424574457,I,Red,Brown,373088.2344075541,41.78132978322268,Other,no
Female,162.4728750207602,I,Red,Brown,273494.5334860938,39.798096097026345,Aarhus,no
Female,158.62328170247136,I,Blond,Blue,210075.5403340513,29.58064059521951,Other,no
Male,181.57055029295995,J,Blond,Blue,476578.00669898995,52.49597097961271,Other,yes
Female,164.68417629486407,I,Blond,Blue,468106.3202477887,57.60890989219636,Aarhus,yes
Male,172.97292763032402,I,Blond,Blue,251458.64270188697,31.975963437634054,Other,no
Male,173.94009122290043,I,Red,Brown,242539.28040682146,36.85410345572305,Other,no
Female,166.0257489183654,J,Red,Brown,361210.8694595582,42.955904070684305,Copenhagen,yes
Female,167.1481041564687,J,Dark,Green,349549.1350849872,50.546642031618546,Copenhagen,no
Female,168.63364886320866,J,Red,Blue,509162.95145493554,53.650752575923306,Other,yes
Male,175.14711712526488,J,Red,Brown,228949.75554193248,32.11897848804364,Other,yes
Male,177.40584806820561,I,Dark,Green,264215.6168637587,37.807557600011805,Copenhagen,no
Male,179.65110032201966,J,Blond,Brown,431116.5993605715,56.32851849624453,Copenhagen,yes
Female,162.5829202219402,I,Blond,Blue,180342.86838192696,29.333326985307778,Copenhagen,no
Female,169.80127270222246,J,Blond,Blue,229464.51671174445,33.3293310381561,Copenhagen,no
Male,176.5115267971183,I,Blond,Blue,282831.0443966449,39.12619479089143,Copenhagen,no
Male,180.72993656646022,J,Red,Brown,256048.69714115627,40.82802475265991,Copenhagen,yes
Male,181.90722372853833,J,Red,Green,299612.8071534354,29.907158464218064,Aarhus,yes
Female,167.23224132776443,J,Dark,Green,233301.18834257365,32.69868956986215,Other,no
Male,179.98974869561033,J,Red,Brown,98282.9434424447,32.39998705696687,Copenhagen,yes
Female,167.34588018164774,J,Red,Brown,350039.8501264189,52.393672208121245,Copenhagen,yes
Male,173.4892061809486,I,Red,Brown,463840.9743911618,47.92403457226162,Aarhus,yes
Female,159.45385963213275,I,Red,Green,516033.76870606455,58.85563810942807,Copenhagen,no
Female,160.5812063197872,I,Red,Brown,384503.4597380067,44.279970852661314,Aarhus,no
Male,172.04515689275877,I,Red,Green,207661.29249784758,21.956958536696874,Other,no
Male,174.24133397329527,I,Dark,Green,450095.0607152363,66.48332444102044,Copenhagen,no
Female,162.1477537257744,I,Dark,Green,168854.41283936574,22.21594665535156,Other,no
Female,176.45838055346692,K,Red,Brown,323573.89561826974,33.44779795538047,Other,no
Female,168.4377322562195,J,Red,Brown,222125.31985275605,35.42004970575606,Copenhagen,yes
Male,183.6375892912768,J,Blond,Blue,219729.82225237263,26.633778656725028,Other,no
Male,174.43096896458,I,Red,Brown,465148.1899655048,52.44746377896921,Copenhagen,yes
Male,173.90462543850325,I,Red,Brown,277613.03378937586,36.62330677284015,Copenhagen,no
Male,173.14413422984885,I,Dark,Green,342222.47156121297,47.270942310639796,Other,no
Male,177.8673679853675,J,Dark,Green,243632.84001771006,33.489709214216205,Copenhagen,no
Female,171.00331653880403,K,Dark,Green,245548.13635552622,35.920602195424365,Other,no
Female,169.71681786627062,J,Dark,Green,442380.63862801506,44.873209763914836,Other,no
Male,175.61358455374477,I,Red,Brown,510725.8591122477,58.52692019879845,Other,yes
Male,173.08662382704003,I,Dark,Green,394384.0488113817,44.37011228525246,Other,no
Male,184.922985230709,K,Dark,Green,409209.3071660012,53.84941960071877,Copenhagen,no
Female,159.06388912109225,I,Dark,Brown,257595.1387141879,39.607913425689254,Copenhagen,no
Male,187.31919178886955,K,Red,Brown,317472.51876272843,34.320538452141,Copenhagen,no
Female,166.59377320924898,J,Blond,Blue,469935.7614270917,59.99729097561508,Copenhagen,yes
Male,177.4400659646502,I,Dark,Green,414688.8871209272,51.529975779374674,Copenhagen,no
Male,180.88888660799165,J,Blond,Blue,352340.50737231935,51.984196132285405,Copenhagen,yes
Male,184.59937300256408,J,Red,Blue,208403.16864868812,39.304265762848686,Copenhagen,yes
Female,165.69846312368355,J,Red,Green,302793.17667078204,41.343685441339936,Aarhus,yes
Male,174.51353488300043,I,Blond,Blue,415749.1976543461,47.76343347660586,Copenhagen,yes
Female,168.6478695142748,J,Blond,Blue,293113.6793021873,32.932124915047574,Other,no
Female,177.78754332192017,K,Blond,Blue,296329.68638509786,43.89814520474448,Other,no
Male,176.47787737367645,I,Red,Brown,315977.64534336794,41.15076998804764,Other,no
Female,162.67111999147852,I,Red,Blue,194713.951730759,15.2342088349991,Aarhus,no
Female,162.35032030898705,I,Blond,Blue,444156.8850354405,66.43823074136768,Copenhagen,yes
Male,172.69822305068632,I,Red,Brown,231122.0892268655,39.87336324877562,Copenhagen,no
Male,171.34571009204083,I,Dark,Green,264441.58531414584,33.45233268575198,Other,no
Male,172.9090487621453,I,Blond,Blue,250890.4665354828,30.753827622655958,Copenhagen,no
Female,160.46963240077304,I,Blond,Blue,596012.6685340847,81.99020518337464,Copenhagen,yes
Male,181.55717609976415,J,Red,Brown,609091.3459097783,66.09820620524503,Copenhagen,yes
Male,171.49584251212647,I,Red,Brown,212207.48099317483,29.954403935151145,Other,no
Male,175.80809816996612,I,Red,Brown,308261.13164773455,61.106653247332915,Other,yes
Female,162.08523904864612,I,Red,Brown,231460.0852319346,37.86909897417382,Other,no
Male,180.58039648791646,J,Dark,Green,322383.49580973515,39.258121562199364,Copenhagen,no
Female,166.6222410973219,J,Blond,Blue,249800.19750882342,22.65854352284775,Other,no
Female,168.39904921612862,J,Blond,Green,324455.8883926409,40.88787804360247,Other,no
Female,167.47390041019187,J,Blond,Blue,231978.83586201508,37.520147110966505,Other,no
Male,180.31848394284867,J,Blond,Blue,329726.91996735375,41.735926101184155,Other,no
Male,185.14252955147577,K,Red,Brown,327117.3729633903,51.20340478552519,Copenhagen,yes
Female,159.5483914004721,I,Red,Brown,248937.78689236596,27.009097181585886,Other,no
Male,177.34535694437562,I,Red,Blue,279654.3370002067,46.8326170937171,Copenhagen,yes
Female,166.4406270147799,J,Red,Green,265123.6287158725,41.231772431387355,Copenhagen,yes
Female,174.20472713405724,K,Red,Brown,393474.85284502956,50.85108714707998,Copenhagen,yes
Female,160.68957372281028,I,Red,Brown,373463.1146774283,42.19375336445173,Aarhus,no
Male,177.10567926697678,I,Dark,Green,262658.9479415515,38.07569586299334,Copenhagen,no
Female,163.7255515376238,I,Red,Blue,377074.21987791784,46.73368278909449,Other,yes
Female,159.9785675643908,I,Dark,Green,326227.87011922785,37.00314035664998,Copenhagen,no
Female,165.8285822040094,J,Blond,Blue,263347.56617590145,30.54059071883622,Copenhagen,no
Male,176.16055168601937,I,Blond,Blue,155554.38682076058,23.867116600483946,Other,no
Female,162.6901950356456,I,Red,Brown,304137.2821828387,29.118982705643646,Other,no
Female,160.9544544923935,I,Blond,Blue,222824.14495211205,26.09034661420403,Other,no
Male,175.67371732357873,I,Dark,Green,272450.80259533616,29.808308191433852,Other,no
Male,171.34716478042344,I,Dark,Green,413938.3223161093,45.09584782052234,Copenhagen,no
Male,173.81024909241114,I,Red,Brown,463446.80485917,52.292896753211004,Copenhagen,yes
Male,171.98488962569917,I,Red,Brown,479504.9849891466,57.06862864776204,Other,yes
Female,159.85233075049982,I,Dark,Green,250851.54166001943,32.14331661308396,Aarhus,no
Male,182.1842591452971,J,Dark,Green,474518.7244106026,63.615488438690136,Copenhagen,no
Female,165.69167938551269,J,Red,Brown,411686.5871067645,48.84439248775854,Other,yes
Female,158.95239789169483,I,Red,Brown,336895.7852032245,41.383967381731665,Other,no
Female,168.0536958606994,J,Dark,Brown,456054.5905700782,53.92461631027554,Copenhagen,yes
Female,158.59114818805395,I,Blond,Blue,451924.01704940863,54.07174234031338,Other,yes
Female,162.56451266270108,I,Dark,Green,257606.3664581392,23.855146917146964,Other,no
Female,164.5827027671397,I,Dark,Green,240731.31439493527,31.797222482216323,Other,no
Male,181.95067659370395,J,Blond,Blue,411215.79577415285,54.911620706134606,Other,yes
Female,161.44705098826847,I,Blond,Blue,254185.07409309043,39.837381214132776,Other,no
Male,181.5241452404447,J,Red,Brown,267395.4737495519,41.63673019502841,Copenhagen,yes
Female,165.7239921302209,J,Red,Brown,237006.53778884566,26.121738746507617,Aarhus,yes
Male,183.2172197127611,J,Dark,Brown,392456.78434755525,43.23086928319607,Copenhagen,no
Female,160.2759249014799,I,Blond,Blue,341325.3984272938,51.57294497944103,Copenhagen,yes
Male,188.91570366281303,K,Red,Brown,259335.618481645,30.49926716535313,Other,no
Female,166.27787323575254,J,Dark,Green,390857.3232660148,56.21851643091934,Copenhagen,no
Male,176.6352923887457,J,Dark,Green,230925.8212952973,17.41518941540157,Other,no
Female,171.61200460642698,K,Red,Brown,188380.39064042384,33.29472656170481,Other,no
Female,163.12209841275094,I,Dark,Green,260787.75486509406,31.217916177486796,Other,no
Male,178.27016650861177,I,Blond,Blue,292756.2930032816,41.32673927328976,Other,no
Female,172.0145280839961,K,Red,Green,434099.50248606247,56.10682629820954,Copenhagen,no
Male,173.21342847587465,I,Dark,Green,312674.0358877421,47.03058170467786,Copenhagen,no
Female,170.85228720188348,J,Dark,Brown,453883.1705385825,47.718225637569645,Copenhagen,yes
Female,174.4666268351589,K,Red,Brown,333546.5387339219,39.286342634325536,Other,no
Male,173.9714000741451,I,Dark,Green,443938.10521046363,58.39419953569788,Other,no
Male,172.53954719378578,I,Blond,Blue,387256.6225555044,45.65615295657768,Copenhagen,yes
Male,177.08272694528523,I,Red,Brown,362484.4881259282,54.418664590929765,Copenhagen,yes
Female,161.88667149432456,I,Dark,Green,368235.06026556634,54.17163896104424,Copenhagen,no
Female,168.59401910274815,J,Blond,Blue,242883.62301507327,40.83347738454199,Other,no
Male,175.1583126802937,I,Red,Blue,179823.40160158757,16.733373985253586,Copenhagen,no
Female,162.9916321707559,I,Blond,Blue,230998.46720774338,38.21655212855019,Other,no
Female,159.70887547261515,I,Blond,Brown,395320.6827088802,47.18614595461986,Copenhagen,yes
Male,178.46260011604605,J,Red,Blue,117621.42808597299,33.820614994360284,Copenhagen,yes
Male,176.6662387148399,I,Dark,Green,311583.3752044377,45.47090332073317,Copenhagen,no
Male,187.08190410724902,K,Dark,Green,183153.46851842367,36.05127846327459,Other,no
Female,167.96432830320796,J,Blond,Blue,150608.10777304135,18.896397615110562,Other,no
Female,159.7050220388176,I,Red,Blue,243318.39111503825,27.478422668737238,Other,no
Female,158.53268351961043,I,Blond,Blue,490859.313597483,57.04675896008884,Copenhagen,yes
Female,160.85230932370465,I,Dark,Green,404999.41691042966,56.001755589412646,Other,no
Female,158.46915387359869,I,Blond,Brown,510481.6835444775,69.97386435906391,Copenhagen,yes
Male,175.66240091594946,I,Blond,Blue,344961.100604599,43.878141244813534,Copenhagen,no
Female,164.0926183380235,J,Dark,Green,316756.53349146765,38.83662661868266,Other,no
Female,161.1505694764756,I,Blond,Blue,318966.58872824104,48.193075188288866,Copenhagen,yes
Female,161.1467571162113,I,Dark,Green,218386.14728647357,31.764524391429852,Copenhagen,no
Female,165.5072208189523,J,Red,Brown,266227.76211268274,40.51281282115906,Other,yes
Male,173.30910081586413,I,Blond,Blue,321940.72310046357,38.528103122622596,Other,no
Female,162.09669629846331,I,Blond,Blue,433059.3299971235,46.44349381456385,Other,yes
Male,179.64384312222458,J,Dark,Green,390719.8913817833,47.43396758009703,Other,no
Male,175.42826888681788,I,Red,Brown,343472.49703840096,49.38169375159919,Other,yes
Female,161.65104681345173,I,Dark,Green,285535.1594604198,43.24190440970792,Copenhagen,no
Male,181.7513531091659,J,Dark,Green,528358.7399242806,54.59050616181958,Other,no
Female,170.84708124134377,K,Blond,Blue,322288.53815874155,38.63312581355449,Aarhus,no
Male,175.36242455638506,I,Red,Brown,445907.99755814375,53.0204780629687,Other,yes
Male,180.0608396813337,J,Red,Brown,244959.454655628,37.37956225768255,Copenhagen,yes
